1000|10001|	1
1001|10001|	1
1002|10001|	1
1003|10002|	1
1004|10003|	1
1005|10004|	1
1006|10005|	1
1007|10007|	1
1008|10009|	1
1009|10009|	1
1010|10010|	1
1011|10010|	1
1012|10010|	1
1013|10010|	1
1014|10010|	1
1015|10011|	1
1016|10011|	1
1017|10011|	1
1018|10011|	1
1019|10011|	1
1020|10012|	1
1021|10012|	1
1022|10013|	1
1023|10014|	1
1024|10015|	1
1025|10016|	1
1026|10016|	1
1027|10017|	1
1028|10017|	1
1029|10019|	1
1030|10019|	1
1031|10019|	1
1032|10019|	1
1033|10019|	1
1034|10020|	1
1035|10021|	1
1036|10021|	1
1037|10021|	1
1038|10021|	1
1039|10021|	1
1040|10021|	1
1041|10021|	1
1042|10021|	1
1043|10021|	1
1044|10024|	1
1045|10025|	1
1046|10027|	1
1048|10030|	1
1049|10031|	1
1050|10032|	1
1051|10035|	1
1052|10035|	1
1053|10035|	1
1054|10036|	1
1055|10037|	1
1056|10037|	1
1057|10038|	1
1058|10039|	1
1059|10047|	1
1060|10053|	1
1061|10058|	1
1062|10065|	1
1063|10067|	1
1064|10068|	1
1065|10068|	1
1066|10068|	1
1067|10068|	1
1068|10068|	1
1069|10068|	1
1070|10068|	1
1071|10068|	1
1072|10068|	1
1073|10078|	1
1074|10085|	1
1075|10104|	1
1076|10107|	1
1077|10109|	1
1078|10122|	1
1079|10122|	1
1080|10126|	1
1081|10127|	1
1082|10127|	1
1083|10127|	1
1084|10132|	1
1085|10132|	1
1086|10132|	1
1087|10132|	1
1088|10132|	1
1089|10132|	1
1090|10133|	1
1091|10142|	1
1092|10150|	1
1093|10156|	1
1094|10156|	1
1095|10156|	1
1096|10156|	1
1097|10156|	1
1098|10157|	1
1099|10159|	1
1100|10165|	1
1101|10166|	1
1102|10168|	1
1103|10168|	1
1104|10191|	1
1105|10197|	1
1106|10198|	1
1107|10198|	1
1108|10205|	1
1109|10205|	1
1110|10208|	1
1111|10208|	1
1112|10208|	1
1113|10215|	1
1114|10216|	1
1115|10216|	1
1116|10225|	1
1117|10228|	1
1118|10235|	1
1119|10240|	1
1120|10241|	1
1121|10241|	1
1122|10243|	1
1123|10254|	1
1124|10263|	1
1125|10269|	1
1126|10272|	1
1127|10286|	1
1128|10286|	1
1129|10290|	1
1130|10306|	1
1131|10316|	1
1132|10316|	1
1133|10319|	1
1134|10335|	1
1135|10339|	1
1136|10348|	1
1137|10348|	1
1138|10351|	1
1139|10362|	1
1140|10363|	1
1141|10372|	1
1142|10372|	1
1143|10381|	1
1144|10406|	1
1145|10418|	1
1146|10429|	1
1147|10438|	1
1148|10468|	1
1149|10471|	1
1150|10473|	1
1151|10482|	1
1152|10486|	1
1153|10500|	1
1154|10564|	1
1155|10606|	1
1156|10624|	1
1157|10627|	1
1158|10632|	1
1159|10661|	1
1160|10669|	1
1161|10677|	1
1162|10699|	1
1163|10744|	1
1164|10752|	1
1165|10784|	1
1166|10788|	1
1167|10791|	1
1168|10797|	1
1169|10797|	1
1170|10821|	1
1171|10828|	1
1172|10834|	1
1173|10842|	1
1174|10866|	1
1175|10888|	1
1176|10932|	1
1177|10951|	1
1178|11008|	1
1179|11027|	1
1180|11035|	1
1181|11044|	1
1182|11090|	1
1183|11111|	1
1184|11134|	1
1185|11142|	1
1186|11150|	1
1187|11173|	1
1188|11190|	1
1189|11243|	1
1190|11287|	1
1191|11331|	1
1192|11359|	1
1193|11367|	1
1194|11372|	1
1195|11429|	1
1196|11431|	1
1197|11444|	1
1198|11482|	1
1199|11644|	1
1200|11674|	1
1201|11800|	1
1202|11802|	1
1203|11806|	1
1204|11904|	1
1205|11917|	1
1206|12011|	1
1207|12135|	1
1208|12177|	1
1209|12239|	1
1210|12359|	1
1211|12395|	1
1212|12421|	1
1213|12472|	1
1214|12515|	1
1215|12577|	1
1216|12666|	1
1217|12675|	1
1218|12714|	1
1219|12746|	1
1220|12795|	1
1221|12815|	1
1222|12819|	1
1223|12828|	1
1224|13041|	1
1225|13061|	1
1226|13179|	1
1227|13235|	1
1228|13266|	1
1229|13510|	1
1230|13541|	1
1231|13918|	1
1232|13926|	1
1233|14363|	1
1234|14418|	1
1235|14522|	1
1236|14738|	1
1237|14764|	1
1238|15247|	1
1239|15361|	1
1240|15461|	1
1241|15820|	1
1242|16289|	1
1243|16904|	1
1244|16967|	1
1245|16999|	1
1246|17120|	1
1247|18240|	1
1248|18347|	1
1249|18384|	1
1250|18534|	1
1251|18941|	1
1252|19483|	1
1253|19746|	1
1254|20190|	1
1255|20277|	1
1256|20832|	1
1257|21184|	1
1258|21399|	1
1259|21424|	1
1260|21894|	1
1261|22485|	1
1262|24951|	1
1263|26122|	1
1264|26801|	1
1265|26811|	1
1266|26815|	1
1267|27482|	1
1268|27503|	1
1269|28044|	1
1270|28493|	1
1271|28493|	1
1272|28493|	1
1273|28493|	1
1274|28493|	1
1275|28903|	1
1276|29654|	1
1277|30111|	1
1278|30460|	1
1279|31062|	1
1280|33424|	1
1281|37099|	1
1282|39877|	1
1283|41033|	1
1284|41108|	1
1295|10028|	1
