1.083283042517313222e+00,4.046857210984367015e+00
4.472281817270181037e+00,8.919740879280361190e-01
-1.153362664857902287e+00,1.999875780674512882e+00
4.718652571320177458e+00,1.816965419464352527e-01
-9.466534780016596651e-01,1.962013089754917061e+00
-5.667782342321476818e-01,3.642737777491627416e+00
3.476956172820215407e+00,-3.270481918617529349e-02
-9.449619834795356388e-01,4.040392043182030157e+00
4.714441286035765621e+00,-6.877561650278799510e-01
4.904399275079584619e+00,4.129052831417103775e-01
3.835336592797796929e+00,5.259096937186251708e-01
9.414946059580076021e-01,3.227006799948096916e+00
5.724208605568243513e+00,5.763723715989671703e+00
-1.049897415948200630e+00,3.318889755649998552e+00
4.604423353733111846e+00,4.673905625598205660e+00
3.637302081982094926e+00,2.172287448389529918e-01
-1.807819968544555511e+00,1.915374257632658672e+00
7.307548339763143552e-01,5.218292256775174387e+00
7.488054794261643776e-01,4.055623556181652489e+00
3.238930826738272817e+00,-8.009510864280340314e-01
5.319920080351331571e+00,-1.455176151136173157e+00
4.001857949321641961e+00,3.602467616042322462e-01
7.177112418603911470e-01,2.857417422005505081e+00
-8.723102804069423830e-03,5.728309217258577668e+00
7.375032829904065723e-01,3.415038425823502699e+00
3.723950022811652882e-01,4.555679011295360681e+00
5.008490520490687992e+00,6.507318121355147866e+00
5.171359439298937488e+00,-1.446201860841954234e+00
5.029472661068050243e+00,5.177576714940715696e+00
5.320399363878497212e+00,-6.313414945788929922e-01
6.610342688121389365e+00,6.235800727968952017e+00
6.397248244280822504e+00,5.917885141108391700e+00
3.951448168985133069e+00,1.487781115026342249e+00
5.630800811426348140e+00,9.938245649685285565e-01
5.954537631989971214e-01,4.232824694032029100e+00
6.514145227391066939e+00,6.796759003835042279e+00
1.385780634999722767e-02,2.899083977333903661e+00
4.264375589022769475e+00,-6.423527227251101257e-01
3.875293072729103727e+00,1.957850928067803586e+00
6.604069362017289890e+00,4.331163985721903309e+00
5.379510480539284600e+00,5.650231862656917237e+00
-1.371769221279324213e+00,3.479079735933777062e+00
3.310922563223877457e+00,2.035161029838040481e+00
3.163031376494617408e+00,-1.842454388199545212e+00
-1.139933640905047563e+00,4.225790566128372561e+00
-7.602406692084058282e-01,3.165929130870174468e+00
3.515923830016813412e+00,1.591382931155189029e+00
-2.233350230409989479e-01,2.680263080785046714e+00
-1.944877198944592545e+00,4.119493702316455064e+00
8.423170848586796974e-03,3.834701080053220412e+00
-4.081198137488729616e-01,2.944938010412288421e+00
-2.354871027299629271e-01,4.690117221594229058e+00
2.210427250096330953e-01,3.630613348485308478e+00
6.843111848043691658e+00,7.281600330530478615e+00
2.057747529882921533e+00,1.957433248547814308e+00
3.027767159409322506e+00,-6.462629157343822983e-02
4.120497109330743868e+00,-2.351543696428138208e+00
4.489307734536568617e+00,8.946280384700455723e-01
2.413324754516376347e-01,4.110935953605400428e+00
4.609533818147752982e+00,-4.150628844664405737e-01
4.781811923118678642e+00,-5.314492036167922651e-01
1.487731213011007636e+00,2.406454536694569768e+00
1.291803335763221039e+00,5.353369414277240779e+00
5.206260348126904525e+00,5.390449083709444977e+00
7.668259630655432701e+00,4.683156899813049279e+00
5.402525623148434875e+00,7.253243195946330601e+00
6.283615752811645194e+00,6.855138780713041058e+00
4.077889867055167095e+00,5.457557367539627613e+00
5.339351532649864396e+00,6.660165567360425420e+00
3.713812815819104163e+00,-1.955132885062442760e-01
2.241729688117454433e+00,-8.137224516728602808e-01
5.283753163555738652e+00,2.065518223259041442e+00
3.365734452138002819e-01,5.827013262386866899e+00
3.100298397858194388e+00,1.073210094154934957e+00
7.318202067605003025e-01,4.564642565212877479e+00
-2.269340841776949225e-01,2.441349875426412908e+00
6.681084547254824146e-01,2.851209939719218767e+00
3.536888043537557369e+00,1.240608065777251801e+00
-1.327227410514646655e+00,3.182966973764331353e+00
6.374355644633959983e+00,5.724334055386316678e+00
-2.774104977444936115e-01,3.847967716046293507e+00
1.061914677651661254e+00,4.362217761791731263e+00
4.803249475484088649e+00,-5.406044695601376349e-01
6.200139508481649742e+00,4.311646914659502450e+00
4.265125583399994369e+00,-3.223155060031298591e-01
3.924742080967697166e+00,3.792194793217464333e-01
3.628301272103432673e+00,1.138838627641238360e-01
-1.398749176329903365e+00,5.762484193675518895e+00
8.527427645925764743e-01,4.992103082356696753e+00
5.287195108844110258e+00,2.533779393074776731e+00
5.254109655394680445e+00,6.010840268668971476e+00
7.218963658325200372e-01,4.608126892828081189e+00
3.580363081348340248e+00,1.652122699432435837e+00
4.564653614261743542e+00,-2.355757155791436741e+00
3.407068734154849121e+00,-1.266766559250195323e+00
1.918658599130534381e-01,3.336449143007560902e+00
7.207401458104398806e+00,6.300691926774361740e+00
1.575029105881900593e+00,2.881800913136254305e+00
-3.703260509579627269e-01,3.860262089786730133e+00
8.334882144026392936e+00,6.589296298190785883e+00
-4.943406148954576085e-01,4.689550645201824075e+00
6.098327516945446725e+00,-1.385850293903996000e-01
5.962637678169340205e+00,7.081172067873172438e+00
3.111103833816282638e+00,-2.753982920761414710e-01
5.830858048954243422e+00,7.486023271164885529e+00
6.681131395860284705e+00,7.092023867427206696e+00
6.686690245382754583e+00,6.015349466365891296e+00
-3.419487831415202184e-01,2.546391527088180062e+00
7.190501134813046535e-01,3.476272976842869511e+00
5.492074543943301634e+00,6.979579671617355707e+00
4.514175686400932364e+00,-3.414551476912153216e-01
5.371731123045949907e+00,5.919092503925845072e+00
5.518256366520384759e+00,1.240381786625080474e-02
5.926070840111795635e-01,3.661368350076279476e+00
4.467404561912066363e+00,4.874605907121997816e+00
4.215527651964584344e+00,1.447309201507952503e+00
7.189930410249399273e+00,7.053892974224781121e+00
5.060211337055768865e+00,6.981882287904608297e+00
2.593067198176083110e+00,-1.526848290459265289e+00
-8.305422336933211414e-01,3.410321485197974400e+00
5.854219667837751828e+00,5.169451478872993277e+00
9.106984858293409868e-02,4.218219650065647919e+00
3.516543789257201347e+00,-4.759729165551271901e-01
7.314383571085520952e-01,4.597666451787294939e+00
4.125704982544794674e+00,-1.233032599992010869e+00
7.598905870263477524e+00,5.395367724413146604e+00
3.325395793180756954e+00,-1.169556973594056526e+00
7.893233201498375706e+00,6.230034584218736349e+00
4.131692504771441676e+00,7.315496503191064370e+00
7.204763744192296038e+00,6.226861889930016325e+00
-7.606702806662619942e-02,3.822465780213626374e+00
3.005976524517958381e+00,-6.553206100422622749e-01
5.135168336137499345e+00,6.674344809952160062e+00
-3.672300694227405016e-01,6.122657157450293042e+00
1.799643504291382090e+00,3.302304445634039354e+00
1.996614442469366146e+00,6.284631076804437555e+00
5.440637171079380607e+00,5.690430437880621639e+00
5.229334419394895406e+00,3.064385374366362588e-02
-5.813005910050736968e-01,4.028535065039657859e+00
2.232239504429953669e+00,3.444974351792479350e+00
1.769569341553210995e-01,3.200645062466342949e+00
3.232287696976431590e+00,-1.092659554971829650e+00
7.608151367300690637e-01,4.982859711505168931e+00
5.416569808981518186e+00,-2.076126882413396491e+00
5.521936778189262540e-01,6.367894052830002316e+00
5.595985787461132510e+00,5.613027604968538142e+00
8.780359787514864234e-01,5.057223267832130276e+00
-6.177841554676207769e-01,5.524074000241292026e+00
1.433444359021809777e+00,4.311430815625804769e+00
7.022250430541116195e+00,5.156152337458042467e+00
-1.466187198556851701e-01,2.780785299546157496e+00
6.654610818881763201e+00,7.162404124174065245e+00
2.666935275343910727e-01,4.060115088654418614e+00
-1.030832292494608504e+00,5.599382760567381823e+00
3.484557578104182873e+00,1.433094642584014311e+00
-1.840513936467600420e-01,3.807474821820109767e+00
3.136045521301399575e+00,-6.588837074836148555e-02
3.184364280343497278e+00,-1.227039311495187607e-01
5.508148562958597338e+00,7.311014857535726108e+00
6.758658380547892364e+00,6.900132682719481991e+00
1.070005933465759229e+00,5.117864431248190904e+00
-2.344041459000677285e+00,4.887185854450293299e+00
-1.638413152995864763e+00,4.238533847057840198e+00
5.113278740478780726e+00,5.040998666644903814e+00
-3.239368439543744982e-01,5.345476084264423555e+00
1.597256157104036678e+00,4.724592304276143295e+00
5.974639734422852122e+00,6.273701187140281021e+00
3.460290778601291528e+00,-8.898537813330149593e-01
4.313129736518004798e+00,-1.734207344399312012e+00
1.102720945238825134e+00,4.348619249838260536e+00
5.433173811303682044e+00,7.138012805079895884e+00
7.813098039151553653e-01,5.035656857733062708e+00
4.371858467649434310e+00,-4.379691613747203616e-01
5.218478836368153573e+00,4.300504171573194867e+00
