['1', 1]	0.823827629911
['1', 2]	0.176172370089
['10', 1]	0.424778761062
['10', 2]	0.575221238938
['11', 1]	0.498680738786
['11', 2]	0.501319261214
['2', 1]	0.586173320351
['2', 2]	0.413826679649
['3', 1]	0.602510460251
['3', 2]	0.397489539749
['4', 1]	0.602327837051
['4', 2]	0.397672162949
['5', 1]	0.498461538462
['5', 2]	0.501538461538
['6', 1]	0.585968081903
['6', 2]	0.414031918097
['7', 1]	0.205323193916
['7', 2]	0.794676806084
['8', 1]	0.0
['8', 2]	1.0
['9', 1]	1.70454545455
['9', 2]	7.92803030303
